Date,ADANIPORTS.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS
2018-11-20,342.5570373535156,1247.24951171875,609.235595703125,567.350830078125,2336.37060546875,293.78851318359375,420.4074401855469,957.8560180664062,1551.5609130859375,344.2851867675781,1496.5113525390625,546.94677734375,224.265380859375,300.42767333984375,1165.7974853515625,1281.5927734375,731.4279174804688,6945.0,953.1524658203125,89.7865219116211,74.25299072265625,502.6004638671875,266.7957458496094,492.9165954589844,182.6155548095703,22.084243774414062,1657.296875,592.478759765625,886.1115112304688,3871.404052734375
2018-11-21,348.3426818847656,1263.808349609375,623.3564453125,583.647705078125,2385.8935546875,294.4522705078125,410.4903564453125,960.8545532226562,1547.8514404296875,343.17901611328125,1485.800537109375,527.9306640625,222.60618591308594,298.41412353515625,1172.5233154296875,1271.6163330078125,718.8106079101562,7030.74755859375,951.6328125,89.00395202636719,71.77001953125,491.7742004394531,270.1842041015625,499.8583679199219,183.01307678222656,21.61770248413086,1598.8404541015625,576.5751342773438,896.8557739257812,3936.974853515625
2018-11-22,354.9961242675781,1254.455078125,611.125,570.791748046875,2337.744873046875,290.1598815917969,407.9486083984375,954.548095703125,1534.2501220703125,338.65777587890625,1468.6533203125,529.3377075195312,221.6186065673828,292.785400390625,1166.4449462890625,1278.917236328125,697.3145141601562,7018.05859375,957.669677734375,87.89026641845703,70.863525390625,487.3332824707031,266.08978271484375,493.3856201171875,181.42295837402344,21.157041549682617,1599.325927734375,576.700439453125,886.4017944335938,3846.041748046875
2018-11-26,355.864013671875,1287.954345703125,627.5330200195312,572.2727661132812,2350.60400390625,296.089599609375,416.88641357421875,975.63330078125,1597.3565673828125,342.7941589355469,1501.2186279296875,529.9346313476562,225.6875,290.6803894042969,1166.3953857421875,1289.6641845703125,698.9968872070312,7154.04248046875,971.6119384765625,87.1076889038086,71.907958984375,490.3822937011719,269.5723876953125,479.126708984375,180.62789916992188,20.806156158447266,1628.928955078125,579.7893676757812,887.0310668945312,3855.242919921875
2018-11-27,355.864013671875,1278.5057373046875,621.765380859375,586.4801635742188,2390.703369140625,290.4253234863281,426.3241271972656,982.3920288085938,1587.556396484375,341.1588439941406,1526.0029296875,544.81494140625,225.0554962158203,284.82281494140625,1169.384765625,1298.3709716796875,702.5950927734375,7242.01513671875,977.6676025390625,87.73977661132812,71.94737243652344,498.5350646972656,272.3960876464844,463.2730407714844,178.9384002685547,20.47683334350586,1667.88525390625,579.4971313476562,884.9983520507812,3899.199951171875
2018-11-28,352.3443908691406,1263.8560791015625,624.4503173828125,580.306396484375,2368.22412109375,277.99053955078125,434.6368103027344,994.41015625,1586.549072265625,345.3433532714844,1549.826416015625,568.2652587890625,222.9617156982422,282.6720275878906,1156.1318359375,1272.79541015625,699.4642333984375,7172.50830078125,994.4263916015625,86.35519409179688,72.6370849609375,509.3392028808594,267.8310852050781,455.9090881347656,173.37295532226562,20.541522979736328,1750.5186767578125,582.2938232421875,893.3712158203125,3898.12890625
2018-11-29,356.5871887207031,1288.718017578125,627.881103515625,599.4856567382812,2460.447998046875,280.7341613769531,422.2823486328125,1014.3054809570312,1619.796630859375,348.421630859375,1595.167724609375,563.7030639648438,227.18862915039062,290.5430908203125,1208.644775390625,1290.072265625,722.6425170898438,7146.513671875,985.851806640625,85.63282012939453,71.139404296875,516.3430786132812,269.5723876953125,454.40814208984375,176.15567016601562,20.917888641357422,1729.915283203125,573.9454956054688,901.5502319335938,3923.928466796875
2018-11-30,352.5854797363281,1284.5662841796875,622.2625122070312,597.8499755859375,2491.07470703125,277.4595031738281,422.92822265625,1013.0679931640625,1606.515869140625,341.63983154296875,1567.5499267578125,569.16064453125,225.8060302734375,287.61431884765625,1229.5701904296875,1299.1871337890625,739.1851806640625,7255.2734375,1000.574951171875,84.45893096923828,71.00144958496094,515.9232788085938,267.9252014160156,462.1004638671875,170.88839721679688,20.759109497070312,1736.7093505859375,589.3480834960938,897.3881225585938,3893.990966796875
2018-12-03,362.2281799316406,1277.6466064453125,621.31787109375,598.3436889648438,2462.558349609375,282.99102783203125,424.2616271972656,1005.8570556640625,1672.095458984375,341.9765319824219,1591.0853271484375,571.6336059570312,223.5542755126953,288.20916748046875,1221.748046875,1294.65234375,711.2870483398438,7367.3466796875,998.7901000976562,87.22808837890625,72.44003295898438,511.0183410644531,269.9488830566406,427.2037353515625,174.36679077148438,21.096275329589844,1749.1949462890625,594.983154296875,906.244873046875,3940.09033203125
2018-12-04,360.4442443847656,1268.8187255859375,619.7764892578125,605.4149169921875,2496.8173828125,281.92901611328125,431.7825927734375,992.6490478515625,1655.65478515625,344.3332824707031,1571.3443603515625,584.3392333984375,222.68519592285156,286.74481201171875,1220.950927734375,1287.7596435546875,691.893798828125,7312.13818359375,984.22998046875,86.20470428466797,73.79974365234375,509.1845703125,265.9485778808594,415.4776306152344,174.66494750976562,21.100196838378906,1774.2978515625,604.0411376953125,894.1939086914062,3924.172119140625
