date,recession,cpi,gdp,unemployment,m2,fed_funds,ten_two,residential
4/1/2015,0,236.599,18782.243,5.1,12004.7,0.124666667,1.4,5.4335
5/1/2015,0,237.805,,5.3,11907.9,0.123225806,1.59,
6/1/2015,0,238.638,,5.5,11962.5,0.129,1.67,
7/1/2015,0,238.654,18857.418,5.6,12012.9,0.130322581,1.65,5.373
8/1/2015,0,238.316,,5.2,12070.4,0.138064516,1.47,
9/1/2015,0,237.945,,4.9,12138.2,0.136,1.46,
10/1/2015,0,237.838,18892.206,4.8,12171.5,0.123548387,1.43,4.9369
11/1/2015,0,237.336,,4.8,12297.9,0.117666667,1.38,
12/1/2015,0,236.525,,4.8,12427.3,0.240645161,1.26,
1/1/2016,0,236.916,19001.69,5.3,12478.4,0.342903226,1.19,4.254
2/1/2016,0,237.111,,5.2,12517.1,0.375172414,1.05,
3/1/2016,0,238.132,,5.1,12684.8,0.362258065,1.01,
4/1/2016,0,239.261,19062.709,4.7,12778.6,0.365333333,1.04,4.2379
5/1/2016,0,240.229,,4.5,12708.4,0.36516129,0.99,
6/1/2016,0,241.018,,5.1,12789,0.377666667,0.91,
7/1/2016,0,240.628,19197.938,5.1,12850.1,0.391612903,0.83,4.1358
8/1/2016,0,240.849,,5,12946.7,0.396774194,0.82,
9/1/2016,0,241.428,,4.8,13016.2,0.396333333,0.86,
10/1/2016,0,241.729,19304.352,4.7,13079.4,0.396451613,0.92,3.5371
11/1/2016,0,241.353,,4.4,13191.8,0.406666667,1.16,
12/1/2016,0,241.432,,4.5,13299.9,0.54,1.29,
1/1/2017,0,242.839,19398.343,5.1,13281.6,0.649677419,1.22,2.9192
2/1/2017,0,243.603,,4.9,13305.6,0.656785714,1.22,
3/1/2017,0,243.801,,4.6,13491.7,0.786129032,1.17,
4/1/2017,0,244.524,19506.949,4.1,13565,0.896,1.06,3.8673
5/1/2017,0,244.733,,4.1,13474.1,0.907419355,1,
6/1/2017,0,244.955,,4.5,13522.1,1.04,0.85,
7/1/2017,0,244.786,19660.766,4.6,13584.4,1.150645161,0.95,3.9442
8/1/2017,0,245.519,,4.5,13653.7,1.157096774,0.87,
9/1/2017,0,246.819,,4.1,13705.5,1.153333333,0.82,
10/1/2017,0,246.663,19882.352,3.9,13750.7,1.153870968,0.81,3.8166
11/1/2017,0,246.669,,3.9,13819.9,1.157,0.65,
12/1/2017,0,246.524,,3.9,13945,1.301612903,0.56,
1/1/2018,0,247.867,20044.077,4.5,13863.1,1.414516129,0.55,3.9478
2/1/2018,0,248.991,,4.4,13849.1,1.4175,0.68,
3/1/2018,0,249.554,,4.1,14031,1.506129032,0.56,
4/1/2018,0,250.546,20150.476,3.7,14069.5,1.692333333,0.49,3.1555
5/1/2018,0,251.588,,3.6,13980.4,1.7,0.47,
6/1/2018,0,251.989,,4.2,14074.7,1.819666667,0.38,
7/1/2018,0,252.006,20276.154,4.1,14109.6,1.91,0.28,2.6673
8/1/2018,0,252.146,,3.9,14164.9,1.91483871,0.25,
9/1/2018,0,252.439,,3.6,14199.5,1.954666667,0.23,
10/1/2018,0,252.885,20304.874,3.5,14201.4,2.187741935,0.29,2.376
11/1/2018,0,252.038,,3.5,14255.1,2.197666667,0.26,
12/1/2018,0,251.233,,3.7,14448.8,2.274193548,0.15,
1/1/2019,0,251.712,20415.15,4.4,14423.8,2.4,0.17,2.1162
2/1/2019,0,252.776,,4.1,14401.9,2.4,0.18,
3/1/2019,0,254.202,,3.9,14572.5,2.40516129,0.16,
4/1/2019,0,255.548,20584.528,3.3,14623,2.423666667,0.19,1.7837
5/1/2019,0,256.092,,3.4,14575,2.390967742,0.19,
6/1/2019,0,256.143,,3.8,14734.8,2.377666667,0.26,
7/1/2019,0,256.571,20817.581,4,14814.4,2.402903226,0.22,2.0457
8/1/2019,0,256.558,,3.8,14896.1,2.125806452,0.06,
9/1/2019,0,256.759,,3.3,14986.8,2.043,0.05,
10/1/2019,0,257.346,20951.088,3.3,15112.2,1.829677419,0.16,2.3864
11/1/2019,0,257.208,,3.3,15259.4,1.553333333,0.2,
12/1/2019,0,256.974,,3.4,15412.5,1.550967742,0.25,
1/1/2020,0,257.971,20665.553,4,15397.1,1.550645161,0.24,2.9791
2/1/2020,0,258.678,,3.8,15382.3,1.583103448,0.17,
3/1/2020,1,258.115,,4.5,16051.5,0.652258065,0.42,
4/1/2020,1,256.389,19034.83,14.4,17097.7,0.049,0.44,4.5728
5/1/2020,0,256.394,,13,17762.5,0.05,0.5,
6/1/2020,0,257.797,,11.2,18099.1,0.077666667,0.55,
7/1/2020,0,259.101,20511.785,10.5,18248.1,0.092580645,0.47,5.8359
8/1/2020,0,259.918,,8.5,18315.1,0.09516129,0.51,
9/1/2020,0,260.28,,7.7,18538.7,0.09,0.55,
10/1/2020,0,260.388,20724.128,6.6,18684.8,0.09,0.64,8.1781
11/1/2020,0,260.229,,6.4,18975.4,0.086333333,0.7,
12/1/2020,0,260.474,,6.5,19242.7,0.09,0.79,
1/1/2021,0,261.582,20990.541,6.8,19367.9,0.08516129,0.95,9.3439
2/1/2021,0,263.014,,6.6,19518.8,0.075714286,1.14,
3/1/2021,0,264.877,,6.2,19941,0.069677419,1.46,
4/1/2021,0,267.054,21309.544,5.7,20263.2,0.069,1.47,10.5287
5/1/2021,0,269.195,,5.5,20310.1,0.058064516,1.47,
6/1/2021,0,271.696,,6.1,20431.3,0.078,1.32,
7/1/2021,0,273.003,21483.083,5.7,20556.1,0.098064516,1.1,11.1874
8/1/2021,0,273.567,,5.3,20748.5,0.092258065,1.06,
9/1/2021,0,274.31,,4.6,20922,0.079333333,1.13,
10/1/2021,0,276.589,21847.602,4.3,21087.9,0.079032258,1.19,10.0396
11/1/2021,0,277.948,,3.9,21323.3,0.079666667,1.05,
12/1/2021,0,278.802,,3.7,21646.7,0.079677419,0.78,
1/1/2022,0,281.148,21738.871,4.4,21628.7,0.079354839,0.78,10.3595
2/1/2022,0,283.716,,4.1,21582.8,0.08,0.49,
3/1/2022,0,287.504,,3.8,21856,0.200967742,0.22,
4/1/2022,0,289.109,21708.16,3.3,21848.1,0.33,0.21,7.7751
5/1/2022,0,292.296,,3.4,21552.2,0.765483871,0.28,
6/1/2022,0,296.311,,3.8,21577.8,1.205,0.14,
7/1/2022,0,296.276,21851.134,3.8,21578.2,1.675806452,-0.14,2.7129
8/1/2022,0,296.171,,3.8,21552.5,2.33,-0.35,
9/1/2022,0,296.808,,3.3,21475.2,2.555,-0.34,
10/1/2022,0,298.012,21989.981,3.4,21388.9,3.08,-0.4,-0.0601
11/1/2022,0,297.711,,3.4,21401.3,3.78,-0.61,
12/1/2022,0,296.797,,3.3,21433.3,4.104193548,-0.67,
1/1/2023,0,299.17,22112.329,3.9,21290.1,4.33,-0.68,-2.2442
2/1/2023,0,300.84,,3.9,21136.4,4.57,-0.78,
3/1/2023,0,301.836,,3.6,21042.2,4.649032258,-0.64,
4/1/2023,0,303.363,22225.35,3.1,20859.1,4.83,-0.56,-2.2605
5/1/2023,0,304.127,,3.4,20728.5,5.055806452,-0.56,
6/1/2023,0,305.109,,3.8,20767.4,5.076333333,-0.89,
7/1/2023,0,305.691,22490.692,3.8,20745.4,5.12,-0.93,1.0205
8/1/2023,0,307.026,,3.9,20721.3,5.33,-0.73,
9/1/2023,0,307.789,,3.6,20699.8,5.33,-0.64,
10/1/2023,0,307.671,22672.859,3.6,20671.2,5.33,-0.27,
11/1/2023,0,307.051,,3.5,20760.4,5.33,-0.38,
12/1/2023,0,306.746,,3.5,20929,5.33,-0.44,
